filename,size,time
58906.svg,34880,84.06597399880411
194406.svg,39096,49.650029999611434
161742.svg,21527,60.59130199901119
180350.svg,13462,24.291641000672826
198316.svg,17939,34.39237000020512
146599.svg,20776,52.562544000466005
36218.svg,20199,32.70836900082941
124944.svg,30383,83.37782799935667
136276.svg,43859,114.12364200077718
175331.svg,49019,44.654403000095044
125088.svg,38000,89.7697540003719
3574.svg,38444,160.87983200122835
173583.svg,22589,65.90602899996156
162474.svg,19183,32.761018999735825
33372.svg,42262,38.931697001316934
25838.svg,40247,77.21360100003949
119182.svg,44880,80.38729699910618
179635.svg,32190,65.36911799958034
186378.svg,12002,20.80768999985594
66265.svg,22767,40.63282999959483
10607.svg,13083,28.779440999642247
98581.svg,40058,108.02321499977552
190400.svg,42421,84.75541200095904
189338.svg,49090,77.48177600115014
72072.svg,40205,150343.99080000003
16302.svg,28197,47.38598699987051
122249.svg,10448,30.16293600012432
112101.svg,37668,228.99404900090303
29645.svg,47103,97.0304849997774
28262.svg,19701,54.95909700039192
75382.svg,36480,95.42070399947988
142346.svg,49037,560.4384899997967
105311.svg,13225,41.253518998928485
25026.svg,26710,41.72106000078202
9810.svg,13860,33.986626000114484
64678.svg,45086,95.5538649996015
75432.svg,11687,56.93715099914698
184736.svg,25257,62.79457100026775
145496.svg,36731,160.015374998693
88963.svg,37404,135.29609900069772
35036.svg,11911,35.28940900105226
142765.svg,49614,137.13757599907694
180583.svg,18988,65.56047799858788
18356.svg,40073,96.3638709999941
171528.svg,42834,120.45845000102418
128639.svg,18248,101.81991399986146
116656.svg,25000,74.80924400078948
200171.svg,39334,100.08001799906197
96142.svg,14986,26.31612199911615
38190.svg,25863,78.78162400083966
149838.svg,10791,21.519059999263845
173069.svg,10549,14.734714999576681
13788.svg,34419,118.32091499854869
174928.svg,41715,87.17609099949186
142715.svg,13629,37.05479299969738
55278.svg,12085,14.599580999856698
29758.svg,10717,24.770762998741702
163012.svg,11027,34.16399999878195
67571.svg,29402,99.34175700072956
69703.svg,20713,67.0654019995709
53086.svg,25282,87.24104300017643
64084.svg,34738,87.19964500050992
195771.svg,49967,102.31255200051237
11375.svg,11780,35.05289399981848
